,University,World rank,Address,Telephone,Gender,International admission,Selection type,Control type,Entity type,affiliations,Departments,Features
289,University of Transport Todor Kableshkov,world rank  7817,"158 Geo Milev Str.
Sofia
1574 Sofia City
Bulgaria",+359 (2) 970 9240,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Agence Universitaire de la Francophonie (AUF),"University of Transport Todor Kableshkov
|
Faculty of Transport Management Faculty of Telecommunications and Electrical Equipment in Transport Faculty of Machinery and Construction Technologies in Transport International Students Office Career Development Centre","['library', 'housing', 'sports facilities', 'financial aid']"
290,University of Tripoli,world rank  5971,"PO Box 13275, University Road, Sidy Almasry
Tripoli
Tripoli
Libya",+218 (21) 462 7910,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"Association of Arab Universities (AArU)
Association of African Universities (AAU)
Consortium des Universités Euro-Méditerranéennes (TETHYS)
Mediterranean Universities Union (UNIMED)
Federation of the Universities of the Islamic World (FUIW)","University of Tripoli
|
Faculty of Science Faculty of Engineering Faculty of Arts Faculty of Agriculture Faculty of Medicine Faculty of Fine Arts and Media Faculty of Veterinary Medicine Faculty of Pharmacy Faculty of Economics and Political Science Faculty of Languages Faculty of Law Faculty of Dentistry and Oral Surgery Faculty of Physical Education and Sport Sciences Faculty of Medical Technology Faculty of Education El-Ksar Faculty of Education El-Janzour Faculty of Education Tripoli Faculty of Nursing Faculty of Information Technology Faculty of Sharia and Law","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
291,University of Tripoli Alahlia,world rank  12708,"Tripoli
Tripoli
Libya",+218 92 586 3806,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on students' past academic record and grades",Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'distant learning']"
292,University of Tsukuba,world rank  500,"1-1-1 Tennodai
Tsukuba
305-8577 Ibaraki
Japan",+81 (29) 853 2111,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,Open Education Consortium (OEC),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
293,University of Turbat,world rank  11764,"Airport Road, Overseas Colony
Turbat
92600 Balochistan
Pakistan",+92 (852) 414 498,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"University of Turbat
|
Department of Commerce Department of Computer Science Department of Management Sciences",['library']
294,University of Tyumen,world rank  2000,"6 Volodarskogo st.
Tyumen
625003 Tyumen Oblast
Russia",+7 (3452) 455 369,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Public,Non-Profit,"University of the Arctic (UArctic)
International Association of Law Schools
Network of Institutes and Schools of Public Administration in Central and Eastern Europe (NISPACee)","University of Tyumen
|
Institute of Social Sciences and Humanities Institute of State and Law Institute of Finance and Economics Institute of Mathematics and Computer Sciences Institute of Chemistry Institute of Physics and Technology Institute of Biology Institute of Earth Sciences Institute of Psychology and Pedagogical Sciences Institute of Physical Education Regional Institute for International Cooperation","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning', 'career services']"
295,University of Ulsan,world rank  4664,"San 29 Mugeo 2-dong, Nam-gu
Ulsan
680-749 Ulsan
South Korea",+82 (52) 277 3101,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations",Private,Not reported,Open Education Consortium (OEC),"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'housing', 'sports facilities', 'financial aid']"
296,University of United Popular Nations,world rank  12983,"Avenue Tansoba; 10 BP 13055
Ouagadougou
10 Kadiogo
Burkina Faso",+226 (50) 37 09 35,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Private,For-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
297,University of Uyo,world rank  7956,"Private Mailbox 1017
Uyo
Akwa Ibom
Nigeria",+234 (85) 200 303,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,Association of African Universities (AAU),"University of Uyo
|
Faculty of Agriculture Faculty of Arts Faculty of Business Administration Centre for Cultural Studies Centre of Development Studies Faculty of Clinical Sciences Faculty of Education Faculty of Engineering Faculty of Environmental Studies","['library', 'distant learning']"
298,University of Valley Forge,world rank  5726,"1401 Charlestown Road
Phoenixville
19460-2373 Pennsylvania
United States",+1 (610) 935 0450,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Private,Non-Profit,no-data,"National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)
National Small College Athletic Association (NSCAA)",['Not reported']
299,University of Venda,world rank  5076,"Private Bag X5050
Thohoyandou
0950 Limpopo
South Africa",+27 (15) 962 8000,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,"Association of African Universities (AAU)
Universities South Africa (USA)","Not available; please submit a list of official first level academic divisions such as faculties, departments etc.","['library', 'sports facilities']"
300,University of Vermont,world rank  216,"85 S Prospect Street
Burlington
05405-0160 Vermont
United States",+1 (802) 656 3131,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public State,Non-Profit,"Association to Advance Collegiate Schools of Business (AACSB International)
Engineering Accreditation Commission (EAC) of ABET
American Chemical Society (ACS)
American Psychological Association (APA)","Association of Public and Land-Grant Universities (APLU)
National Athletic Association (NAA)
National Collegiate Athletic Association (NCAA)",['Not reported']
301,University of Veterinary and Animal Sciences,world rank  6700,"Outfall Road
Lahore
54600 Punjab
Pakistan",+92 (42) 921 1476,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
302,"University of Veterinary Science, Yezin",world rank  12427,"Naypyidaw
05282 Mandalay
Myanmar",+95,Men and Women (coed),"Yes, international applicants are welcome to apply for admission",Not reported,Public,Non-Profit,no-data,"Not available; please submit a list of official first level academic divisions such as faculties, departments etc.",['library']
303,University of Victoria,world rank  136,"PO Box 1700
Victoria
V8W 2Y2 British Columbia
Canada",+1 (250) 721 7211,Men and Women (coed),"Yes, international applicants are welcome to apply for admission","Yes, based on entrance examinations and students' past academic record and grades",Public,Non-Profit,"Universities Canada (UC)
Association of Commonwealth Universities (ACU)
Canadian University Society for Intercollegiate Debate (CUSID)
Canadian Bureau for International Education (CBIE)
Canadian University Press (CUP)","University of Victoria
|
Faculty of Business Faculty of Education Faculty of Engineering Faculty of Fine Arts Faculty of Graduate Studies Faculty of Human and Social Development Faculty of Humanities Faculty of Law Faculty of Science Faculty of Social Sciences Division of Medical Sciences Division of Continuing Studies","['library', 'housing', 'sports facilities', 'financial aid', 'distant learning']"
